epoch,test_loss,Validation_loss,Validation_dice,Background_dice,Esophagus_Dice,Heart_Dice,Trachea_Dice,Aorta_Dice
1,0.04026573271480053,0.318819751602908,0.4870362997055054,0.9932139511405949,0.0006272162721896034,0.3969580408672898,0.754462001567997,0.5433672881765853
2,0.017418590171261357,0.2374284074579676,0.6128584146499634,0.989366748048021,0.23123618531149565,0.54619062357444,0.8177626100064674,0.6984249992628386
3,0.01145652682315824,0.16169914487128456,0.7466688036918641,0.9976755932334914,0.5144333531927721,0.8585282622296315,0.8504245858189909,0.8564873411004339
4,0.0092802973701246,0.15059132403383652,0.7422652006149292,0.9964947971785524,0.6010272950853591,0.805009885091996,0.8250856318040839,0.8805608266678183
5,0.0076258847559301955,0.15544543231837452,0.761867368221283,0.998112305951633,0.5781438454932004,0.8814022102867834,0.8377576358563967,0.8846835141377172
6,0.0065215255205931105,0.12040535995736718,0.8142650365829468,0.9983763568731661,0.6554405309334841,0.90744650511575,0.8539623275694638,0.9014080795489328
7,0.006216034414736606,0.10900886766457309,0.8362595677375794,0.9985851718206813,0.7096814746922793,0.9174527967975269,0.8937587863199343,0.91510809161293
8,0.0054346728019450145,0.11773164433271935,0.8100899696350098,0.9972745057096002,0.6388542495383328,0.8435313534447229,0.9039827373908309,0.9113135561598004
9,0.005020352696701495,0.1102928549144417,0.8069811224937439,0.9972778966642704,0.6630269015850824,0.8407494219553481,0.8692079472406384,0.9182095068743348
10,0.004747798874972583,0.11340672483978172,0.7987453579902649,0.9965556308458254,0.659502167460057,0.8113260311186303,0.8850920000370502,0.8947940727664081
11,0.004433333506295848,0.11240375665947795,0.8234038472175598,0.9980537125635562,0.6529667472722434,0.882091318134691,0.8905988097805357,0.9099938573414853
12,0.00426661834666255,0.09246352424689878,0.8496001601219177,0.9982326029245856,0.746328113512161,0.8930983005177018,0.9014740809377308,0.9154262259005346
13,0.003773147327531499,0.10008760955339918,0.8442626118659973,0.9986539760699715,0.6614631311306534,0.9222538414766681,0.8794747284259483,0.9162297383998326
14,0.0038280791113201747,0.09871154124538103,0.8436489701271057,0.9981482567668454,0.6981815984671306,0.8901608255486682,0.8884907410166077,0.9190364844564727
15,0.0036378212570383913,0.0909549845661968,0.8572421908378601,0.9985266831215199,0.7403275163147577,0.9124259951496887,0.8801907975631421,0.9192425807530793
16,0.0034507391388767204,0.08745584197808057,0.8480160474777222,0.9985840685091336,0.7213139375447174,0.9225371846889082,0.8433753202341496,0.9242477194857756
17,0.0032794733257691055,0.09016901340025167,0.8512318015098572,0.9985846108405314,0.7131650413335584,0.9162762407129781,0.8568262602389689,0.9238230002535606
18,0.0031272716099781848,0.09049418724142015,0.8659231185913085,0.9985849281112289,0.7292128452928937,0.909524726016955,0.902822909295738,0.9178609496230884
19,0.0030556909845158974,0.08085921130143106,0.8763682126998902,0.9987811580949879,0.7466752038063873,0.9299743805386639,0.9011853195470092,0.9285877348312381
20,0.002778672482969455,0.08779961926396936,0.8491834878921509,0.9984167357878476,0.7073075398162834,0.9138197280815256,0.8311366449786419,0.923484512147693
21,0.002879382644755081,0.082294300418968,0.8679779529571533,0.998639524686709,0.7255978954627127,0.9231430870667616,0.8960468255736138,0.9266406980504458
22,0.0028926481282398647,0.10133182826607177,0.8330901741981507,0.9978559550833916,0.669311446123916,0.8594392461117204,0.8829221447073461,0.9034105091636653
23,0.002540398406603579,0.08032508104418715,0.8747381210327149,0.9987859404828235,0.7550502419620642,0.9316761190895966,0.8853451721252157,0.9276621426292107
24,0.002451317631276407,0.08042827767164756,0.876928985118866,0.9987384123340585,0.7493813924205865,0.9238160589207192,0.8842865694159133,0.9260775637381149
25,0.0025023169702711756,0.0869771138066426,0.8693570733070374,0.9986873515822163,0.7141274906505768,0.9253985413177508,0.8865323507176861,0.918986499682578
26,0.002423700626035469,0.07913953959786643,0.8776789784431458,0.9988484008659364,0.7457776842694971,0.9362087765072354,0.8922168750364452,0.924428361117106
27,0.002244088001716061,0.08204925264387081,0.8761393547058105,0.9987242908172433,0.7130597601011205,0.9263861376928434,0.9055785787100754,0.9301003358852226
28,0.002186529130712017,0.08201201550817738,0.8682248592376709,0.9986096692971664,0.7128621144358803,0.9191245719021112,0.883612374915082,0.920709139993628
29,0.002114052293918214,0.07827033860453715,0.8815343856811524,0.9988239971798245,0.7354360866709544,0.9331849916774233,0.8939880586917243,0.9295603976735703
30,0.0020509580663592474,0.0879983569184939,0.8562398076057434,0.9986795702060942,0.6863130805257038,0.9279167629765304,0.8319060236757398,0.9281674336839189
31,0.0021367332032875726,0.0781465070322156,0.8741987824440003,0.998837502488853,0.7281833766821422,0.9343939976016244,0.8705819132466246,0.9307699544955554
32,0.001906749890822813,0.07255840920222302,0.8801647543907165,0.9988185809210043,0.7484689093318195,0.9328300313109162,0.8792073904423985,0.9300637955305001
33,0.0019876995394418097,0.07930324556306005,0.8814721226692199,0.9988973333015732,0.7277679373741308,0.9396880649898238,0.8984345530865674,0.9284241860046778
34,0.0018012604533302254,0.07595506669022142,0.8840661764144897,0.9987156248511917,0.7416278402646965,0.9227672459484781,0.9072376217644471,0.9257907927488912
35,0.0018249486376066709,0.0838136615526552,0.8693825602531433,0.9988297479536031,0.7065023539861925,0.9350141176069041,0.8686746059008493,0.9255534063803454
36,0.0017975218248663031,0.07621735258959234,0.8848286032676697,0.9988464104644741,0.740547544785454,0.9360871291695068,0.9011364850216934,0.9218190607458064
37,0.0017321674995430028,0.0724475568261308,0.888463306427002,0.9987922229684905,0.7444421578320938,0.9298832308640123,0.9038425411499749,0.9314946210036501
38,0.0016832436998345003,0.08304514034496,0.8791309237480164,0.9986778741014121,0.7272252710050042,0.9251172336389619,0.8984041635905363,0.9089050366755732
39,0.0017469950294438424,0.08113946659335246,0.8789423823356628,0.9987708602233267,0.7189472338943207,0.9330170639292925,0.8994813295294218,0.910202536476312
40,0.0017105019211273828,0.07658737287235756,0.8797680020332337,0.9986692299657001,0.734506934439346,0.922365941579477,0.8997887754367426,0.9211390374033614
41,0.0016451360531451375,0.07827534825230638,0.8810653328895569,0.9988632638192687,0.7052769083068288,0.9379453579309527,0.8948749402099768,0.9294708546125756
42,0.0017171293572626866,0.07113688905723393,0.8903517127037048,0.9988511125744692,0.7430135792267512,0.9362589323808154,0.8997736810571564,0.9343573934060666
43,0.001543977762348334,0.08013920102734119,0.8790491700172425,0.9987825381023943,0.7056610454939802,0.9333765398275438,0.8890719789099626,0.9273302769634153
44,0.0014949151678614462,0.07659566258701185,0.8855736255645752,0.9988775645602015,0.7182301075718556,0.9392203317752965,0.8970065488848649,0.9310315777063067
45,0.0014969799285757294,0.0743894798355177,0.8886944890022278,0.9989028615889639,0.7317058300305971,0.9405002614680065,0.9003666043885431,0.9321506994528761
46,0.0014789173593204535,0.07265265104981761,0.8855544686317444,0.9988087715876033,0.7448209575631296,0.9324037691560463,0.8889506176450125,0.927938206709651
47,0.0014545298970364837,0.07409961177191386,0.8889402747154236,0.9988413064940073,0.7399856169515823,0.9344142242664113,0.9036074014481091,0.9268503488046071
48,0.0013924936223781905,0.07233997733953099,0.8913112759590149,0.9988681562427795,0.7446160638418113,0.9379325940235956,0.900664251299309,0.9258213574708893
49,0.0013786330551578121,0.07689008414745331,0.8813208103179931,0.9986666169396055,0.7074361872499729,0.9247033555229696,0.8983846126294349,0.9301159071027598
50,0.0015453812315898827,0.0805294440764313,0.8772244691848755,0.9985467885023802,0.7305441317861543,0.912169678271386,0.8949043132285264,0.9236105894512214
