epoch,test_loss,Validation_loss,Validation_dice,Background_dice,Organ_1_Dice,Organ_2_Dice,Organ_3_Dice,Organ_4_Dice
30,0.057310935741584405,0.0595012010098435,0.8708573341369629,0.9973603055229809,0.7518435142510516,0.8502375925900679,0.8401617008813751,0.9157272066781678
31,0.05632074234975425,0.06879916458313043,0.8842330694198608,0.9980624679143997,0.7611004483281691,0.8895931356591195,0.8689378474772551,0.9040846653776253
32,0.055420365987865865,0.07621849507947141,0.8609176516532898,0.9964103734731186,0.7408383443597762,0.8005666244535062,0.8612798675807909,0.9060691814849537
33,0.05481747388210636,0.06660187994129955,0.8789972782135009,0.9975921100469524,0.763638531722383,0.8578875061677591,0.8775111968843309,0.8990246430322655
34,0.05416843601566652,0.06073685403059547,0.8851381540298462,0.9982735461276281,0.7882352454393122,0.8990745051634986,0.8326435451475745,0.9079245590440008
35,0.05414983156457116,0.06280864646580692,0.8909427523612976,0.9985333365894326,0.7613417818053525,0.9206122482558516,0.8642679857771942,0.9105117205082764
36,0.05406563918290958,0.07197582832382371,0.8814076066017151,0.9985798035626973,0.7035915326278241,0.925154868453037,0.8739063494734409,0.9065769303829703
37,0.0530617650446249,0.07316403264490266,0.8885190725326538,0.9985493123174054,0.7622686683234627,0.9235322692563521,0.8710683114729955,0.8879601924371577
38,0.05225175963132786,0.06428792257715638,0.8897141337394714,0.9982722663241246,0.7670661580933867,0.9028430612288474,0.8744432958316495,0.9063674950892423
39,0.052272682558909836,0.0589845345596162,0.8651672601699829,0.9962673345654549,0.7716422602430179,0.7909918797260709,0.8559134635780324,0.9116114396079567
40,0.05139673314954111,0.08554026273234437,0.8784271717071533,0.9984446922786475,0.7724036408361095,0.9222288279472031,0.8770969015560166,0.8220098341809041
41,0.05102123222772697,0.06557578750032311,0.8890339970588684,0.9986589822481104,0.7663251957958874,0.9308494805265777,0.8500783255778612,0.8996026876081766
42,0.05043433971367694,0.06793155119754374,0.8944929242134094,0.9985748010023496,0.7811030475864835,0.9227278226147868,0.8750540086775402,0.8952127819191785
43,0.04996403126053192,0.06737313339874769,0.887919795513153,0.9983900394232332,0.7661108889480321,0.912225222763937,0.8630527208043486,0.9000179103840061
44,0.049609556831888696,0.0628128260273176,0.8890519857406616,0.9986617673808368,0.7248302376411804,0.9298565926922862,0.8755553151617846,0.9170687797761575
45,0.049185217542297335,0.06425048472514996,0.8971986055374146,0.9987002431962843,0.7772088319746324,0.9250254478967406,0.8723451070980224,0.9131813758258609
46,0.04835216128585916,0.06262205642492821,0.8804385781288147,0.9984786668643946,0.7478612147041821,0.9137059187095709,0.8207161872698533,0.9219157522512228
47,0.04829089714351754,0.05851661865056182,0.895555853843689,0.998601767237357,0.7577386447351881,0.9220089658618338,0.880707834415618,0.9190831584168901
48,0.04738027718326201,0.06605716965161264,0.8884277939796448,0.998462358837872,0.7609792128478894,0.9040665866507724,0.8699127376357698,0.9091433222217862
49,0.04719459234441753,0.05509140854158128,0.8870385408401489,0.998481140311698,0.7302237251572441,0.9159366479007616,0.8663022235236333,0.9244376978226654
50,0.04712660900411668,0.06569690513114135,0.8847924590110778,0.9982213552937613,0.7596869479793367,0.8921860782127611,0.8718710132636242,0.9023796756446755
