epoch,test_loss,Validation_loss,Validation_dice,Background_dice,Organ_1_Dice,Organ_2_Dice,Organ_3_Dice,Organ_4_Dice
28,0.11256077274511998,0.13475904112604137,0.7144629836082459,0.9983291222982468,0.7523632035980017,0.9145991715061509,0.0,0.9074826979599944
29,0.11239787308464945,0.1363612430395248,0.70838942527771,0.9978088608154836,0.7521302486368978,0.8812134680667176,0.0,0.9112672210000016
30,0.11216245484589554,0.13189124232080454,0.7086558818817139,0.9983324197361692,0.7280830812443686,0.919667738736201,0.0,0.8974305341321879
31,0.11150573956873636,0.12974916487776986,0.7185858607292175,0.9985879515923118,0.7445785380953724,0.9311849123185876,0.0,0.9188492614450204
32,0.11127083200800228,0.13035139304197704,0.7175043225288391,0.9982214768397141,0.762039924074059,0.9048759832871897,0.0,0.9227104915615664
33,0.11100829404065854,0.13441039895871654,0.7032529830932617,0.9976313567344409,0.7327423155419781,0.8698664107416372,0.0,0.916265874693368
34,0.11088908822001983,0.13099322091400004,0.7125099182128907,0.9982784757855387,0.7228049603994389,0.9093612017564642,0.0,0.9324128739121702
35,0.1102398242910109,0.1312698964976395,0.7145553588867187,0.9984393714376676,0.7337733478303791,0.9196402266753445,0.0,0.921225719113068
36,0.1099431144098217,0.13477023062994703,0.715392529964447,0.998524981898338,0.736164557331963,0.9292747315815919,0.0,0.9132629866388887
37,0.11006654789795509,0.1353926799655892,0.7116198182106018,0.9981631270320209,0.7506530216354271,0.9061589424147458,0.0,0.903435600045597
38,0.10969289980108707,0.13526396400334004,0.7150401592254638,0.9985110987414417,0.7321212934869494,0.9281983993055807,0.0,0.9166633708289076
39,0.10950671818712761,0.12809923068154602,0.7201262831687927,0.9985833891820042,0.7489455884821273,0.9320053470411109,0.0,0.9211292768019133
40,0.10924054997499087,0.13304304333403708,0.7192885398864746,0.9983761821722419,0.764680466481148,0.9172549952659896,0.0,0.9163770912425907
41,0.10904797671533427,0.133083076007509,0.7144936800003052,0.9983661422314645,0.7429506118541012,0.9159352315055862,0.0,0.9154061154330563
42,0.10855130053606739,0.13246435254889852,0.7042079091072082,0.9977235672256166,0.7238545132036039,0.8762065896266131,0.0,0.9235745858569325
43,0.1086744714721418,0.1355936305830255,0.7036102056503296,0.9976601134309184,0.7329265445291494,0.872557925616157,0.0,0.915048269126782
44,0.10872282344405372,0.13107062258486016,0.7191576480865478,0.9983467726768197,0.7668108735140389,0.9083069449408392,0.0,0.9224200128524446
45,0.1079449976489827,0.12633606023077543,0.718954074382782,0.9983920755620568,0.7522269232598299,0.9172619656335179,0.0,0.9268582431002681
46,0.10787682029373565,0.13148205756830672,0.7175626277923584,0.9985861365175097,0.737432703082814,0.9289477293369108,0.0,0.9229271047354531
47,0.10773823961849485,0.13224626846145837,0.7084267377853394,0.997886720479546,0.7418265577780035,0.8852307885967742,0.0,0.9174340859088183
48,0.10738231582616778,0.13302620300169413,0.711359977722168,0.9980151431994135,0.7397401359366477,0.8929781594096005,0.0,0.9261856578881191
49,0.10728195217205384,0.12937905539913724,0.7174671292304993,0.9981805428171973,0.7567522772919887,0.9007595145619934,0.0,0.9320541453784713
50,0.10717911631164248,0.14020755097192403,0.696582579612732,0.9968524586384218,0.7471985998594215,0.8274964936934222,0.0,0.9115946569126757
