epoch,test_loss,Validation_loss,Validation_dice,Background_dice,Organ_1_Dice,Organ_2_Dice,Organ_3_Dice,Organ_4_Dice
1,0.27419046470313474,0.22680828157191477,0.5076936483383179,0.9805878348000105,0.4694710140323946,0.3858463045446908,0.0,0.7074365041798987
2,0.18170670315287005,0.26563483333835997,0.45454624891281126,0.9736621418206385,0.5156011211246708,0.2965221672746056,0.0,0.49579231517414213
3,0.16073530367504282,0.1635996843641624,0.6200613737106323,0.9925225471369032,0.5807473131755794,0.6488175639158125,0.0,0.8825391400513618
4,0.14823038393742444,0.1589551617631999,0.6745166659355164,0.9972494570062382,0.6591102843894168,0.8438016076515206,0.0,0.874352308163599
5,0.14099002986061637,0.16317889789662635,0.663739287853241,0.9959274169418242,0.6713270823122947,0.7792237951242331,0.0,0.8737191523146366
6,0.13552533533401367,0.15310361137380823,0.6356759667396545,0.993102574914006,0.634369170546939,0.6675185446928777,0.0,0.8851089040164813
7,0.13311861329008134,0.14332288208728036,0.6873008489608765,0.9972596161493217,0.7062379471760052,0.8431276477013766,0.0,0.8912487807829855
8,0.129125238762063,0.14646135851197564,0.6788590431213379,0.9968290917619683,0.6629813050224393,0.8196529466237227,0.0,0.9157768292916748
9,0.12775929120170754,0.14017579914381106,0.6808882355690002,0.9960874197363745,0.7015696689957104,0.7846893435968603,0.0,0.9236227380797635
10,0.1252301868061526,0.13952745867039387,0.6691166400909424,0.994723570379656,0.7181193833193908,0.7170860362555187,0.0,0.9172462538759323
11,0.12431510086698058,0.1535079094177733,0.6789405345916748,0.9956163457754801,0.7539730119761053,0.7639792118119509,0.0,0.8820352328868932
12,0.12259845731007779,0.1441839364070135,0.7039473414421081,0.9978850311057655,0.7347456493441002,0.8816697451425137,0.0,0.9063029009138603
13,0.12126128115897336,0.14432919611455872,0.7037248849868775,0.9983122537712154,0.7041643363801956,0.91235617259636,0.0,0.9049628251304679
14,0.12051753498380141,0.1390401821800818,0.6812026858329773,0.9959988927169062,0.7158479948778723,0.7795470001879804,0.0,0.915460596035732
15,0.11918113707110725,0.13259738742684324,0.7108701348304749,0.9982796981014523,0.7265315249616768,0.9111747782698293,0.0,0.9187404459823483
16,0.11843569855562004,0.1361401758490441,0.6980966210365296,0.9972519070093234,0.7361714628928563,0.8466976191941734,0.0,0.9109671782930674
17,0.11791782460999362,0.13863796623035646,0.6550118446350097,0.9932991590932312,0.7152187406442249,0.6603886749332761,0.0,0.9069412482559025
18,0.11700651784062663,0.13668781776291627,0.7016275882720947,0.9973040744473114,0.7412234994703613,0.8519552470957459,0.0,0.918076667216569
19,0.11662209137604165,0.13652037971730654,0.6797239780426025,0.9957444746425266,0.7131988020613428,0.7669183984123042,0.0,0.9235252098357785
20,0.11625828150567565,0.1369738260912709,0.7026505708694458,0.9975923428059975,0.7293087694746799,0.8639279547407865,0.0,0.9229013371492305
21,0.11551125686406163,0.13445072766936694,0.7078043937683105,0.9983409189926682,0.7130262676758241,0.9135484647519888,0.0,0.9145762319240749
22,0.11549237362889099,0.1355524855130352,0.7013845801353454,0.9973959456006337,0.7248111024008926,0.8585022595653443,0.0,0.9266868807795092
23,0.11459683358056756,0.13069538613044035,0.7146065950393676,0.9982793839730384,0.7351443018047955,0.9109300230233112,0.0,0.9290300077100351
24,0.11427478123635419,0.13805732920455435,0.7103893995285034,0.9982529602313063,0.7398710145142922,0.9111169099211613,0.0,0.902897993104478
25,0.11404994631660645,0.13186110744873683,0.7103674292564393,0.9981301768431436,0.7309456591473739,0.8995117595222588,0.0,0.9235523529989568
26,0.11370477910703529,0.13643389915814624,0.703925347328186,0.997684737530905,0.7254794679647837,0.8708260890364643,0.0,0.9262208214504227
27,0.11303826495189662,0.13658757098096733,0.6782737612724304,0.9959661070994258,0.6894785233817707,0.7803084123542241,0.0,0.9260195265391026
